ID	FECHA_DE_MODIFICACION	TITULO	TIPO	DIRECCION	LAT	LONG	COMO_IR	BARRIO	GALERIA_DE_IMAGENES	LINEAS DE OMNIBUS	TELEFONO	CORREO	PAGINA_WEB	INFORMACION_GENERAL	SERVICIOS_QUE_SE_PRESTAN	ACCESIBILIDAD_DEL_ENTORNO	"ESTACIONAMIENTO"""	LUGARES	TIPO_DE_PUERTA	RAMPA	DESCRIPCION_DE_RAMPAS	ESCALONES	BANIOS	DESCRIPCION_BANIOS	CIRCULACION_ACCESIBLE	ASCENSOR	ACCESIBILIDAD_FISICA	ACCESIBILIDAD_VISUAL	ACCESIBILIDAD_VISUAL	ACCESIBILIDAD_AUDITIVA	ACCESIBILIDAD_COMUNICACIONAL	CANTIDAD_DE_SALAS	INFORMACION_DE_SALAS
104	13/07/2015 - 15:44	Municipio E	Otros	Av. Bolivia s/n	-34.878227625092	-56.087318655938	http://www.montevideo.gub.uy/aplicacion/como-ir?key=2wxbna6hj4	CARRASCO NORTE		546, 105, 151, linea G, 427.	1950 7343	 municipioe@imm.gub.uy	http://municipioe.montevideo.gub.uy/				Sí		Batiente	Sí		Sí	Baños accesibles		Sí.	No	Rebajes de cordón. Accesibilidad.	 Sin señalización	No	Básica.	Básica.																																																																																																
103	13/07/2015 - 15:34	Centro Comunal Zonal 8	Otros	Av. Bolivia s/n	-34.877952698667	-56.087776643129	http://www.montevideo.gub.uy/aplicacion/como-ir?key=2wxbna6hj4	CARRASCO NORTE		546, 105, 151, linea G, 427.	1950 7034		http://municipioe.montevideo.gub.uy/node/224	Directora: Cristina Ramos		Rebajes de cordón.	Sí		Batiente	No		Sí	Baños accesibles		Sí.	No	Rebajes de cordón. Circulación accesible.	 Sin señalización	No	Básica.	Básica.																																																																																																
102	13/07/2015 - 15:16	Casa del Vecino CCZ 7	Otros	Michigan esq Aconcagua	-34.895114813048	-56.099485156032	http://www.montevideo.gub.uy/aplicacion/como-ir?key=ox297wdhzh	MALVIN		60,104, 140, 2, linea G, 526	1950 7007			Casa del vecino del CCZ 7 que cuenta con rampa de acceso y baño accesible.		Rebajes de cordón.	Sí		Batiente	Sí		No	Baños accesibles		Sí.	No	Rampa de acceso. Baños accesibles.	 Sin señalización	No	Básica.	Básica.																																																																																																
101	13/07/2015 - 15:09	Centro Comunal Zonal 7	Otros	Aconcagua 5062	-34.894979444679	-56.099173890493	http://www.montevideo.gub.uy/aplicacion/como-ir?key=wcg7ahjioy	MALVIN		60,104, 140, 2, linea G, 526	1950 7007		http://municipioe.montevideo.gub.uy/node/221	Directora: Dra. María de los Ángeles Nuñez		Rebajes de cordón y veredas en buen estado.	Sí		Corrediza	Sí		Sí	Baños accesibles		Sí.	No	Rebajes de cordón. Circulación accesible.	 Sin señalización	No	Sí.	Sí.																																																																																																
99	13/07/2015 - 14:21	Cementerio Museo Británico de Montevideo	Museo	Av. Gral Fructuoso Rivera 3868	-34.900092992982	-56.129289862605	http://www.montevideo.gub.uy/aplicacion/como-ir?key=uc79wy4qko	BUCEO		60 - 141 - 142 - 144 - 427	2622 3071	 info@cementeriobritanico.com.uy 	http://www.cementeriobritanico.com.uy	Cementerio museo, con accesibilidad a solicitud, en proceso de mejora de su accesibilidad. Un recorrido por el arte funerario y sus múltiples lecturas.		Su entrada principal se encuentra sobre la Avda. Rivera donde aun faltan rampas de acceso en las esquinas, lo que dificulta la accesibilidad.	No		Batiente	Sí	Son móviles y se colocan a solicitud ya que la entrada principal tiene escalones de mármol y solo se dispone de una rampa itinerante. 	Sí	Baños no accesibles		La circulación es accesible en la gran mayoría del espacio.	No	Con rampas móviles en los dos espacios con escaleras (puerta principal y capilla central) y espacio de caminería para circular. 	 Sin señalización	No	Cuenta con folletería, cartelería y mapa.	Cuenta con folletería, cartelería y mapa.	1	Capilla central con accesibilidad a solicitud, rampa itinerante. 																																																																																														
100	13/07/2015 - 14:08	Museo Naval	Museo	Rambla de Gaulle esq. Luis Alberto de Herrera	-34.909534368713	-56.136274334880	http://www.montevideo.gub.uy/aplicacion/como-ir?key=l3i2rqdp69	BUCEO		62 - 14 - 149 - 522	2 6221084 	museonaval@adinet.com.uy 		Museo de historia de la navegación. Cuenta con accesibilidad física, auditiva y visual. Cuenta con accesibilidad física para la circulación total del espacio. Señalización en braille y ejemplares a escala mas pequeña accesible al tacto. También cuenta con vídeos de audio descripción. 	Personal capacitado.		Sí		Batiente	Sí	Tiene una pendiente no convencional, pero cuenta con personal que asiste en el momento si es necesario.	Sí	Baños no accesibles		Se puede circular por todo el Museo.	No	Espacios accesibles. Rampa. Itinerarios accesibles.	 Sin señalización, Texto braile	No	Cuenta con folletos y vídeos. Personal capacitado.	Cuenta con folletos y vídeos. Personal capacitado.	1	La sala es el Museo																																																																																														
98	17/06/2015 - 13:16	Shopping Punta Carretas	Centros comerciales	Ellauri 350	-34.923344301273	-56.158309082048	http://www.montevideo.gub.uy/aplicacion/como-ir?key=lxj29hkh6i	PUNTA CARRETAS		192, 76, 582, 316	27116940	atencion@puntacarretas.com.uy	http://www.puntacarretas.com.uy/	Rampa en puerta principal y puerta de acceso por estacionamiento interno. Estacionamiento exterior piso a nivel. Baños accesibles. Ascensores que conectan todos los niveles con botones en braile.		Rebajes de cordón.	Sí		Batiente	Sí	Rampa de material sin baranda. Puerta de acceso batiente, con futuras reformas.	Sí	Baños accesibles	Baños accesibles en niveles 1 y 3.	Sí.	Sí	Rampa de acceso en puerta principal. Acceso por los estacionamientos, puerta desde planta baja, estacionamiento exterior. Acceso por estacionamiento interior con ascensor que conecta con todos los niveles. Circulación interna accesible, ascensor interno. Baños accesibles.	 Sin señalización, Texto braile	No	Información básica.	Información básica.																																																																																																
27	19/05/2015 - 12:06	Espacio Saludable Parque Tomkinson	Espacios deportivos	Parque Tomkinson	-34.848894987305	-56.281725165339	http://www.montevideo.gub.uy/aplicacion/como-ir?key=uo6rel5mhb	LA PALOMA TOMKINSON			1950 7051		http://municipioa.montevideo.gub.uy/comunicacion/noticias/revisiones-para-crear-y-recrear-espacios	Espacio que cuenta con juegos saludables donde uno de ellos habilita el uso para el ejercicio físico de personas que se trasladan en silla de ruedas.		Rebaje de cordón. Mejora en caminería interna.				Sí	Rebaje de cordón.	Sí	No hay baños			No	Rebaje de cordón.	 Sin señalización		Cartelería solo descriptiva.	Cartelería solo descriptiva.																																																																																																
28	19/05/2015 - 12:05	Espacio Saludable Plaza Rodolfo Rincón	Espacios deportivos	Luis Batlle Berres (esq. Las Tunas)	-34.853529844482	-56.237082478496	http://www.montevideo.gub.uy/aplicacion/como-ir?key=bxjn55fiiu				1950 7051		http://municipioa.montevideo.gub.uy	Espacio que cuenta con juegos saludables donde uno de ellos habilita el uso para el ejercicio físico de personas que se trasladan en silla de ruedas.						Sí	Rebaje de cordón.	Sí	No hay baños				Rebaje de cordón.	 Sin señalización		Cartelería descriptiva.	Cartelería descriptiva.																																																																																																
29	19/05/2015 - 12:05	Espacio Saludable Plaza 25 de Mayo	Espacios deportivos	Carlos Mra Ramirez (esq. Agustín Muñoz)	-34.862992677886	-56.233348843548	http://www.montevideo.gub.uy/aplicacion/como-ir?key=qs6ezdpfvv	LA PALOMA TOMKINSON			1950 7051		http://municipioa.montevideo.gub.uy/	Espacio que cuenta con juegos saludables donde uno de ellos habilita el uso para el ejercicio físico de personas que se trasladan en silla de ruedas.		Rebaje de cordón.				Sí	Rebaje de cordón.	Sí	No hay baños				Rebaje de cordón.	 Sin señalización		Cartelería informativa.	Cartelería informativa.																																																																																																
